time_h,date,total_flow,weir_flow,stage_hw,stage_tw,breach_width,breach_bottom,breach_flow,breach_velocity
13.75,01JAN2000 13:45:00,3905.112,3905.112,88.786,28.978,nan,nan,nan,nan
13.8333,01JAN2000 13:50:00,4175.507,4175.507,88.982,29.308,nan,nan,nan,nan
13.9167,01JAN2000 13:55:00,4483.081,4483.08,89.2,29.844,nan,nan,nan,nan
14.0,01JAN2000 14:00:00,4832.624,4832.624,89.441,30.316,nan,nan,nan,nan
14.0833,01JAN2000 14:05:00,5226.501,5226.501,89.706,31.201,nan,nan,nan,nan
14.1667,01JAN2000 14:10:00,5675.899,5675.899,90.0,31.922,nan,nan,nan,nan
14.25,01JAN2000 14:15:00,6182.279,6182.279,90.322,32.752,nan,nan,nan,nan
14.3333,01JAN2000 14:20:00,6739.277,6739.276,90.667,33.723,nan,nan,nan,nan
14.4167,01JAN2000 14:25:00,7328.494,7328.494,91.021,35.403,nan,nan,nan,nan
14.5,01JAN2000 14:30:00,7948.054,7948.054,91.383,36.238,nan,nan,nan,nan
14.5833,01JAN2000 14:35:00,8583.162,8583.162,91.744,37.351,nan,nan,nan,nan
14.6667,01JAN2000 14:40:00,9203.076,9203.076,92.088,38.396,nan,nan,nan,nan
14.75,01JAN2000 14:45:00,9795.667,9795.667,92.41,39.164,nan,nan,nan,nan
14.8333,01JAN2000 14:50:00,10347.082,10347.082,92.704,39.942,nan,nan,nan,nan
14.9167,01JAN2000 14:55:00,10834.328,10834.33,92.959,40.491,nan,nan,nan,nan
15.0,01JAN2000 15:00:00,11260.853,11260.852,93.179,40.869,nan,nan,nan,nan
15.0833,01JAN2000 15:05:00,11613.277,11613.278,93.358,41.152,nan,nan,nan,nan
15.1667,01JAN2000 15:10:00,11897.49,11897.491,93.502,41.378,nan,nan,nan,nan
15.25,01JAN2000 15:15:00,12112.21,12112.209,93.61,41.543,nan,nan,nan,nan
15.3333,01JAN2000 15:20:00,12262.537,12262.535,93.685,41.682,nan,nan,nan,nan
15.4167,01JAN2000 15:25:00,12353.204,12353.2,93.73,41.856,nan,nan,nan,nan
15.5,01JAN2000 15:30:00,12386.094,12386.094,93.747,41.9,nan,nan,nan,nan
15.5833,01JAN2000 15:35:00,58518.645,58518.637,84.518,75.411,70.676,23.0,55761.172,12.825
15.6667,01JAN2000 15:40:00,58751.938,58751.938,80.021,73.015,85.0,23.0,58749.402,12.15
15.75,01JAN2000 15:45:00,53411.68,53411.676,76.479,69.81,85.0,23.0,53411.668,11.78
15.8333,01JAN2000 15:50:00,48911.312,48911.32,73.413,67.192,85.0,23.0,48911.309,11.446
15.9167,01JAN2000 15:55:00,44644.207,44644.207,70.377,64.52,85.0,23.0,44644.195,11.114
16.0,01JAN2000 16:00:00,40437.809,40437.809,67.375,61.962,85.0,23.0,40437.793,10.747
16.0833,01JAN2000 16:05:00,36496.738,36496.734,64.47,59.479,85.0,23.0,36496.73,10.38
16.1667,01JAN2000 16:10:00,32824.715,32824.715,61.676,57.083,85.0,23.0,32824.703,10.01
16.25,01JAN2000 16:15:00,29426.807,29426.801,58.99,54.767,85.0,23.0,29426.789,9.644
16.3333,01JAN2000 16:20:00,26340.314,26340.314,56.454,52.574,85.0,23.0,26340.305,9.287
16.4167,01JAN2000 16:25:00,23521.299,23521.299,54.07,50.528,85.0,23.0,23521.291,8.927
16.5,01JAN2000 16:30:00,21015.516,21015.514,51.864,48.629,85.0,23.0,21015.502,8.584
16.5833,01JAN2000 16:35:00,18730.387,18730.385,49.859,46.931,85.0,23.0,18730.375,8.221
16.6667,01JAN2000 16:40:00,16812.846,16812.846,48.063,45.413,85.0,23.0,16812.838,7.912
16.75,01JAN2000 16:45:00,15189.251,15189.249,46.447,43.976,85.0,23.0,15189.242,7.64
16.8333,01JAN2000 16:50:00,13810.066,13810.067,45.041,42.762,85.0,23.0,13810.057,7.389
16.9167,01JAN2000 16:55:00,12649.683,12649.682,43.831,41.737,85.0,23.0,12649.672,7.164
17.0,01JAN2000 17:00:00,11680.582,11680.581,42.774,40.775,85.0,23.0,11680.572,6.966
17.0833,01JAN2000 17:05:00,10878.505,10878.505,41.866,40.013,85.0,23.0,10878.494,6.798
17.1667,01JAN2000 17:10:00,10197.453,10197.455,41.107,39.348,85.0,23.0,10197.444,6.643
17.25,01JAN2000 17:15:00,9628.083,9628.082,40.449,38.756,85.0,23.0,9628.073,6.507
17.3333,01JAN2000 17:20:00,9153.794,9153.794,39.889,38.283,85.0,23.0,9153.785,6.393
17.4167,01JAN2000 17:25:00,8744.15,8744.149,39.408,37.86,85.0,23.0,8744.142,6.286
17.5,01JAN2000 17:30:00,8390.78,8390.779,38.978,37.48,85.0,23.0,8390.771,6.194
17.5833,01JAN2000 17:35:00,8088.876,8088.875,38.592,37.149,85.0,23.0,8088.868,6.119
17.6667,01JAN2000 17:40:00,7810.534,7810.534,38.247,36.838,85.0,23.0,7810.525,6.042
17.75,01JAN2000 17:45:00,7551.345,7551.346,37.929,36.558,85.0,23.0,7551.337,5.967
17.8333,01JAN2000 17:50:00,7317.893,7317.892,37.626,36.286,85.0,23.0,7317.883,5.901
17.9167,01JAN2000 17:55:00,7100.219,7100.219,37.349,36.047,85.0,23.0,7100.21,5.837
18.0,01JAN2000 18:00:00,6895.778,6895.779,37.082,35.81,85.0,23.0,6895.77,5.777
18.0833,01JAN2000 18:05:00,6700.758,6700.758,36.823,35.581,85.0,23.0,6700.75,5.719
18.1667,01JAN2000 18:10:00,6513.036,6513.036,36.575,35.361,85.0,23.0,6513.028,5.66
18.25,01JAN2000 18:15:00,6333.559,6333.56,36.333,35.146,85.0,23.0,6333.551,5.604
18.3333,01JAN2000 18:20:00,6162.856,6162.856,36.096,34.942,85.0,23.0,6162.849,5.551
18.4167,01JAN2000 18:25:00,5990.812,5990.812,35.866,34.735,85.0,23.0,5990.805,5.493
18.5,01JAN2000 18:30:00,5828.464,5828.464,35.636,34.53,85.0,23.0,5828.456,5.44
18.5833,01JAN2000 18:35:00,5669.976,5669.976,35.422,34.348,85.0,23.0,5669.968,5.384
18.6667,01JAN2000 18:40:00,5515.118,5515.118,35.208,34.159,85.0,23.0,5515.109,5.33
18.75,01JAN2000 18:45:00,5369.356,5369.357,35.0,33.975,85.0,23.0,5369.348,5.279
18.8333,01JAN2000 18:50:00,5229.11,5229.111,34.803,33.805,85.0,23.0,5229.102,5.228
18.9167,01JAN2000 18:55:00,5097.022,5097.022,34.602,33.614,85.0,23.0,5097.014,5.183
19.0,01JAN2000 19:00:00,4963.366,4963.366,34.412,33.446,85.0,23.0,4963.358,5.131
19.0833,01JAN2000 19:05:00,4838.393,4838.393,34.231,33.293,85.0,23.0,4838.384,5.084
19.1667,01JAN2000 19:10:00,4717.726,4717.727,34.054,33.135,85.0,23.0,4717.718,5.037
19.25,01JAN2000 19:15:00,4601.798,4601.799,33.879,32.98,85.0,23.0,4601.791,4.991
19.3333,01JAN2000 19:20:00,4492.272,4492.271,33.711,32.831,85.0,23.0,4492.264,4.945
19.4167,01JAN2000 19:25:00,4385.817,4385.817,33.545,32.681,85.0,23.0,4385.81,4.904
19.5,01JAN2000 19:30:00,4280.094,4280.094,33.387,32.541,85.0,23.0,4280.087,4.862
19.5833,01JAN2000 19:35:00,4180.532,4180.532,33.229,32.4,85.0,23.0,4180.524,4.819
19.6667,01JAN2000 19:40:00,4083.897,4083.897,33.081,32.268,85.0,23.0,4083.889,4.777
19.75,01JAN2000 19:45:00,3992.135,3992.135,32.937,32.141,85.0,23.0,3992.128,4.738
19.8333,01JAN2000 19:50:00,3902.602,3902.602,32.797,32.016,85.0,23.0,3902.595,4.698
19.9167,01JAN2000 19:55:00,3817.517,3817.517,32.659,31.892,85.0,23.0,3817.51,4.661
20.0,01JAN2000 20:00:00,3736.456,3736.456,32.519,31.744,85.0,23.0,3736.449,4.627
20.0833,01JAN2000 20:05:00,3654.542,3654.543,32.39,31.629,85.0,23.0,3654.535,4.588
20.1667,01JAN2000 20:10:00,3576.12,3576.121,32.264,31.517,85.0,23.0,3576.113,4.554
20.25,01JAN2000 20:15:00,3503.02,3503.021,32.141,31.407,85.0,23.0,3503.013,4.518
20.3333,01JAN2000 20:20:00,3430.812,3430.813,32.022,31.302,85.0,23.0,3430.805,4.483
20.4167,01JAN2000 20:25:00,3362.717,3362.717,31.906,31.197,85.0,23.0,3362.71,4.451
20.5,01JAN2000 20:30:00,3296.048,3296.048,31.793,31.096,85.0,23.0,3296.042,4.42
20.5833,01JAN2000 20:35:00,3230.996,3230.996,31.681,30.996,85.0,23.0,3230.989,4.388
20.6667,01JAN2000 20:40:00,3167.919,3167.919,31.573,30.899,85.0,23.0,3167.912,4.357
20.75,01JAN2000 20:45:00,3107.799,3107.799,31.468,30.734,85.0,23.0,3107.792,4.328
20.8333,01JAN2000 20:50:00,3050.688,3050.687,31.362,30.639,85.0,23.0,3050.68,4.302
20.9167,01JAN2000 20:55:00,2993.75,2993.75,31.258,30.545,85.0,23.0,2993.743,4.278
21.0,01JAN2000 21:00:00,2938.471,2938.471,31.158,30.457,85.0,23.0,2938.463,4.247
21.0833,01JAN2000 21:05:00,2885.457,2885.457,31.062,30.372,85.0,23.0,2885.45,4.222
21.1667,01JAN2000 21:10:00,2834.129,2834.129,30.969,30.29,85.0,23.0,2834.122,4.194
21.25,01JAN2000 21:15:00,2785.071,2785.071,30.877,30.208,85.0,23.0,2785.064,4.169
21.3333,01JAN2000 21:20:00,2741.763,2741.763,30.807,30.304,85.0,23.0,2741.756,4.157
21.4167,01JAN2000 21:25:00,2691.513,2691.513,30.716,30.22,85.0,23.0,2691.506,4.129
21.5,01JAN2000 21:30:00,2644.317,2644.318,30.63,30.141,85.0,23.0,2644.311,4.103
21.5833,01JAN2000 21:35:00,2599.224,2599.224,30.547,30.065,85.0,23.0,2599.218,4.077
21.6667,01JAN2000 21:40:00,2555.618,2555.618,30.467,29.99,85.0,23.0,2555.612,4.052
21.75,01JAN2000 21:45:00,2513.267,2513.267,30.388,29.918,85.0,23.0,2513.261,4.027
21.8333,01JAN2000 21:50:00,2472.06,2472.06,30.312,29.848,85.0,23.0,2472.053,4.002
21.9167,01JAN2000 21:55:00,2432.526,2432.526,30.238,29.78,85.0,23.0,2432.52,3.979
22.0,01JAN2000 22:00:00,2393.883,2393.883,30.165,29.714,85.0,23.0,2393.876,3.956
22.0833,01JAN2000 22:05:00,2356.793,2356.793,30.095,29.649,85.0,23.0,2356.787,3.933
22.1667,01JAN2000 22:10:00,2320.819,2320.819,30.026,29.587,85.0,23.0,2320.812,3.911
22.25,01JAN2000 22:15:00,2286.161,2286.161,29.959,29.525,85.0,23.0,2286.155,3.89
22.3333,01JAN2000 22:20:00,2252.912,2252.912,29.894,29.465,85.0,23.0,2252.906,3.87
22.4167,01JAN2000 22:25:00,2220.291,2220.291,29.831,29.407,85.0,23.0,2220.285,3.849
22.5,01JAN2000 22:30:00,2188.683,2188.683,29.77,29.351,85.0,23.0,2188.677,3.828
22.5833,01JAN2000 22:35:00,2158.543,2158.543,29.711,29.297,85.0,23.0,2158.537,3.809
22.6667,01JAN2000 22:40:00,2128.829,2128.83,29.653,29.245,85.0,23.0,2128.823,3.789
22.75,01JAN2000 22:45:00,2099.941,2099.941,29.596,29.194,85.0,23.0,2099.934,3.77
22.8333,01JAN2000 22:50:00,2071.687,2071.687,29.541,29.144,85.0,23.0,2071.68,3.75
22.9167,01JAN2000 22:55:00,2044.099,2044.099,29.487,29.095,85.0,23.0,2044.092,3.731
23.0,01JAN2000 23:00:00,2017.081,2017.081,29.434,29.046,85.0,23.0,2017.075,3.712
23.0833,01JAN2000 23:05:00,1990.823,1990.823,29.382,29.0,85.0,23.0,1990.817,3.694
23.1667,01JAN2000 23:10:00,1965.29,1965.289,29.331,28.954,85.0,23.0,1965.284,3.675
23.25,01JAN2000 23:15:00,1940.443,1940.443,29.282,28.909,85.0,23.0,1940.437,3.657
23.3333,01JAN2000 23:20:00,1916.262,1916.262,29.233,28.865,85.0,23.0,1916.256,3.64
23.4167,01JAN2000 23:25:00,1892.76,1892.76,29.186,28.823,85.0,23.0,1892.754,3.622
23.5,01JAN2000 23:30:00,1869.838,1869.838,29.14,28.781,85.0,23.0,1869.832,3.605
23.5833,01JAN2000 23:35:00,1847.646,1847.646,29.095,28.74,85.0,23.0,1847.64,3.589
23.6667,01JAN2000 23:40:00,1826.006,1826.006,29.051,28.7,85.0,23.0,1826.0,3.573
23.75,01JAN2000 23:45:00,1804.869,1804.869,29.008,28.661,85.0,23.0,1804.863,3.556
