time_h,date,stage,flow
-0.0,01JAN2000 00:00:00,1.356,0.0
0.0833,01JAN2000 00:05:00,1.356,0.0
0.1667,01JAN2000 00:10:00,1.356,0.0
0.25,01JAN2000 00:15:00,1.356,0.0
0.3333,01JAN2000 00:20:00,1.356,0.0
0.4167,01JAN2000 00:25:00,1.356,0.0
0.5,01JAN2000 00:30:00,1.356,0.0
0.5833,01JAN2000 00:35:00,1.356,0.0
0.6667,01JAN2000 00:40:00,1.356,0.0
0.75,01JAN2000 00:45:00,1.356,0.0
0.8333,01JAN2000 00:50:00,1.356,0.0
0.9167,01JAN2000 00:55:00,1.356,0.0
1.0,01JAN2000 01:00:00,1.356,0.0
1.0833,01JAN2000 01:05:00,1.356,0.0
1.1667,01JAN2000 01:10:00,1.356,0.0
1.25,01JAN2000 01:15:00,1.356,0.0
1.3333,01JAN2000 01:20:00,1.356,0.0
1.4167,01JAN2000 01:25:00,1.356,0.0
1.5,01JAN2000 01:30:00,1.356,0.0
1.5833,01JAN2000 01:35:00,1.356,0.0
1.6667,01JAN2000 01:40:00,1.356,0.0
1.75,01JAN2000 01:45:00,1.356,0.0
1.8333,01JAN2000 01:50:00,1.356,0.0
1.9167,01JAN2000 01:55:00,1.356,0.0
2.0,01JAN2000 02:00:00,1.356,0.0
2.0833,01JAN2000 02:05:00,1.356,0.0
2.1667,01JAN2000 02:10:00,1.356,0.0
2.25,01JAN2000 02:15:00,1.356,0.0
2.3333,01JAN2000 02:20:00,4.259,1727.319
2.4167,01JAN2000 02:25:00,6.324,9279.879
2.5,01JAN2000 02:30:00,6.738,13392.875
2.5833,01JAN2000 02:35:00,6.715,15018.099
2.6667,01JAN2000 02:40:00,6.463,15971.435
2.75,01JAN2000 02:45:00,6.281,16098.749
2.8333,01JAN2000 02:50:00,6.129,15782.584
2.9167,01JAN2000 02:55:00,5.995,15150.881
3.0,01JAN2000 03:00:00,5.873,14383.046
3.0833,01JAN2000 03:05:00,5.754,13621.921
3.1667,01JAN2000 03:10:00,5.638,12887.216
3.25,01JAN2000 03:15:00,5.53,12144.228
3.3333,01JAN2000 03:20:00,5.425,11416.022
3.4167,01JAN2000 03:25:00,5.324,10717.057
3.5,01JAN2000 03:30:00,5.224,10050.461
3.5833,01JAN2000 03:35:00,5.126,9422.135
3.6667,01JAN2000 03:40:00,5.03,8848.149
3.75,01JAN2000 03:45:00,4.935,8309.522
3.8333,01JAN2000 03:50:00,4.842,7781.615
3.9167,01JAN2000 03:55:00,4.751,7256.985
4.0,01JAN2000 04:00:00,4.66,6738.648
4.0833,01JAN2000 04:05:00,4.57,6240.962
4.1667,01JAN2000 04:10:00,4.479,5763.611
4.25,01JAN2000 04:15:00,4.389,5307.595
4.3333,01JAN2000 04:20:00,4.3,4877.943
4.4167,01JAN2000 04:25:00,4.208,4469.451
4.5,01JAN2000 04:30:00,4.113,4077.771
4.5833,01JAN2000 04:35:00,4.016,3692.594
4.6667,01JAN2000 04:40:00,3.92,3323.678
4.75,01JAN2000 04:45:00,3.829,2982.736
4.8333,01JAN2000 04:50:00,3.746,2680.525
