time_h,date,stage,flow
-0.0,01JAN2000 00:00:00,25.334,0.0
0.0833,01JAN2000 00:05:00,25.688,0.0
0.1667,01JAN2000 00:10:00,25.688,0.0
0.25,01JAN2000 00:15:00,25.709,0.009
0.3333,01JAN2000 00:20:00,25.771,0.131
0.4167,01JAN2000 00:25:00,25.847,0.567
0.5,01JAN2000 00:30:00,25.901,1.602
0.5833,01JAN2000 00:35:00,25.952,3.532
0.6667,01JAN2000 00:40:00,26.008,6.674
0.75,01JAN2000 00:45:00,26.073,11.402
0.8333,01JAN2000 00:50:00,26.149,18.157
0.9167,01JAN2000 00:55:00,26.225,27.426
1.0,01JAN2000 01:00:00,26.305,39.663
1.0833,01JAN2000 01:05:00,26.392,55.174
1.1667,01JAN2000 01:10:00,26.482,74.076
1.25,01JAN2000 01:15:00,26.576,96.32
1.3333,01JAN2000 01:20:00,26.671,121.716
1.4167,01JAN2000 01:25:00,26.767,149.959
1.5,01JAN2000 01:30:00,26.863,180.672
1.5833,01JAN2000 01:35:00,26.959,213.494
1.6667,01JAN2000 01:40:00,27.053,248.009
1.75,01JAN2000 01:45:00,27.145,283.721
1.8333,01JAN2000 01:50:00,27.233,320.163
1.9167,01JAN2000 01:55:00,27.317,356.948
2.0,01JAN2000 02:00:00,27.399,393.737
2.0833,01JAN2000 02:05:00,27.477,430.161
2.1667,01JAN2000 02:10:00,27.55,465.799
2.25,01JAN2000 02:15:00,27.619,500.276
2.3333,01JAN2000 02:20:00,27.683,533.345
2.4167,01JAN2000 02:25:00,27.743,564.871
2.5,01JAN2000 02:30:00,27.799,594.8
2.5833,01JAN2000 02:35:00,27.85,623.138
2.6667,01JAN2000 02:40:00,27.897,649.911
2.75,01JAN2000 02:45:00,27.941,675.149
2.8333,01JAN2000 02:50:00,27.981,698.906
2.9167,01JAN2000 02:55:00,28.019,721.258
3.0,01JAN2000 03:00:00,28.055,742.261
3.0833,01JAN2000 03:05:00,28.087,761.987
3.1667,01JAN2000 03:10:00,28.117,780.521
3.25,01JAN2000 03:15:00,28.146,797.902
3.3333,01JAN2000 03:20:00,28.173,814.146
3.4167,01JAN2000 03:25:00,28.197,829.33
3.5,01JAN2000 03:30:00,28.22,843.574
3.5833,01JAN2000 03:35:00,28.241,856.948
3.6667,01JAN2000 03:40:00,28.261,869.468
3.75,01JAN2000 03:45:00,28.279,881.168
3.8333,01JAN2000 03:50:00,28.295,892.111
3.9167,01JAN2000 03:55:00,28.31,902.334
4.0,01JAN2000 04:00:00,28.326,911.869
4.0833,01JAN2000 04:05:00,28.339,920.771
4.1667,01JAN2000 04:10:00,28.351,929.097
4.25,01JAN2000 04:15:00,28.363,936.874
4.3333,01JAN2000 04:20:00,28.375,944.142
4.4167,01JAN2000 04:25:00,28.384,950.942
4.5,01JAN2000 04:30:00,28.395,957.295
4.5833,01JAN2000 04:35:00,28.404,963.248
4.6667,01JAN2000 04:40:00,28.412,968.867
4.75,01JAN2000 04:45:00,28.419,974.158
4.8333,01JAN2000 04:50:00,28.427,979.092
4.9167,01JAN2000 04:55:00,28.434,983.702
5.0,01JAN2000 05:00:00,28.44,988.071
5.0833,01JAN2000 05:05:00,28.446,992.225
5.1667,01JAN2000 05:10:00,28.452,996.14
5.25,01JAN2000 05:15:00,28.458,1000.03
5.3333,01JAN2000 05:20:00,28.464,1004.14
5.4167,01JAN2000 05:25:00,28.47,1008.7
5.5,01JAN2000 05:30:00,28.478,1013.81
5.5833,01JAN2000 05:35:00,28.487,1019.61
5.6667,01JAN2000 05:40:00,28.498,1026.36
5.75,01JAN2000 05:45:00,28.508,1034.27
5.8333,01JAN2000 05:50:00,28.522,1043.6
5.9167,01JAN2000 05:55:00,28.538,1054.47
6.0,01JAN2000 06:00:00,28.555,1066.67
6.0833,01JAN2000 06:05:00,28.575,1079.95
6.1667,01JAN2000 06:10:00,28.594,1094.06
6.25,01JAN2000 06:15:00,28.615,1108.72
6.3333,01JAN2000 06:20:00,28.636,1123.55
6.4167,01JAN2000 06:25:00,28.658,1138.31
6.5,01JAN2000 06:30:00,28.677,1153.02
6.5833,01JAN2000 06:35:00,28.697,1167.42
6.6667,01JAN2000 06:40:00,28.716,1181.2
6.75,01JAN2000 06:45:00,28.735,1194.3
6.8333,01JAN2000 06:50:00,28.751,1206.71
6.9167,01JAN2000 06:55:00,28.768,1218.35
7.0,01JAN2000 07:00:00,28.781,1229.07
7.0833,01JAN2000 07:05:00,28.795,1238.76
7.1667,01JAN2000 07:10:00,28.807,1247.34
7.25,01JAN2000 07:15:00,28.816,1254.94
7.3333,01JAN2000 07:20:00,28.827,1261.76
7.4167,01JAN2000 07:25:00,28.834,1267.95
7.5,01JAN2000 07:30:00,28.842,1273.55
7.5833,01JAN2000 07:35:00,28.848,1278.62
7.6667,01JAN2000 07:40:00,28.855,1283.3
7.75,01JAN2000 07:45:00,28.86,1287.6
7.8333,01JAN2000 07:50:00,28.866,1291.51
7.9167,01JAN2000 07:55:00,28.87,1295.3
8.0,01JAN2000 08:00:00,28.876,1299.27
8.0833,01JAN2000 08:05:00,28.881,1303.67
8.1667,01JAN2000 08:10:00,28.889,1308.58
8.25,01JAN2000 08:15:00,28.896,1314.15
8.3333,01JAN2000 08:20:00,28.904,1320.63
8.4167,01JAN2000 08:25:00,28.914,1328.28
8.5,01JAN2000 08:30:00,28.926,1337.33
8.5833,01JAN2000 08:35:00,28.94,1347.9
8.6667,01JAN2000 08:40:00,28.955,1359.81
8.75,01JAN2000 08:45:00,28.972,1372.78
8.8333,01JAN2000 08:50:00,28.99,1386.52
8.9167,01JAN2000 08:55:00,29.008,1400.78
9.0,01JAN2000 09:00:00,29.026,1415.21
9.0833,01JAN2000 09:05:00,29.044,1429.6
9.1667,01JAN2000 09:10:00,29.064,1443.97
9.25,01JAN2000 09:15:00,29.08,1458.21
9.3333,01JAN2000 09:20:00,29.098,1472.21
9.4167,01JAN2000 09:25:00,29.116,1486.18
9.5,01JAN2000 09:30:00,29.133,1500.29
9.5833,01JAN2000 09:35:00,29.151,1514.61
9.6667,01JAN2000 09:40:00,29.169,1529.17
9.75,01JAN2000 09:45:00,29.187,1544.02
9.8333,01JAN2000 09:50:00,29.207,1559.39
9.9167,01JAN2000 09:55:00,29.227,1575.67
10.0,01JAN2000 10:00:00,29.248,1593.08
10.0833,01JAN2000 10:05:00,29.27,1611.73
10.1667,01JAN2000 10:10:00,29.294,1631.49
10.25,01JAN2000 10:15:00,29.32,1652.46
10.3333,01JAN2000 10:20:00,29.347,1674.8
10.4167,01JAN2000 10:25:00,29.376,1698.82
10.5,01JAN2000 10:30:00,29.406,1724.84
10.5833,01JAN2000 10:35:00,29.439,1753.09
10.6667,01JAN2000 10:40:00,29.476,1783.6
10.75,01JAN2000 10:45:00,29.513,1816.5
10.8333,01JAN2000 10:50:00,29.554,1851.72
10.9167,01JAN2000 10:55:00,29.598,1889.42
11.0,01JAN2000 11:00:00,29.643,1929.53
11.0833,01JAN2000 11:05:00,29.691,1972.31
11.1667,01JAN2000 11:10:00,29.743,2018.01
11.25,01JAN2000 11:15:00,29.797,2067.34
11.3333,01JAN2000 11:20:00,29.856,2120.53
11.4167,01JAN2000 11:25:00,29.919,2178.83
11.5,01JAN2000 11:30:00,29.989,2243.37
11.5833,01JAN2000 11:35:00,30.066,2316.26
11.6667,01JAN2000 11:40:00,30.153,2399.0
11.75,01JAN2000 11:45:00,30.251,2495.59
11.8333,01JAN2000 11:50:00,30.366,2609.2
11.9167,01JAN2000 11:55:00,30.508,2751.76
12.0,01JAN2000 12:00:00,30.683,2933.55
12.0833,01JAN2000 12:05:00,30.896,3159.64
12.1667,01JAN2000 12:10:00,31.142,3429.277
12.25,01JAN2000 12:15:00,31.413,3738.29
12.3333,01JAN2000 12:20:00,31.711,4087.956
12.4167,01JAN2000 12:25:00,32.005,4475.535
12.5,01JAN2000 12:30:00,32.308,4896.819
12.5833,01JAN2000 12:35:00,32.616,5337.785
12.6667,01JAN2000 12:40:00,32.909,5771.81
12.75,01JAN2000 12:45:00,33.172,6172.1
12.8333,01JAN2000 12:50:00,33.393,6520.061
12.9167,01JAN2000 12:55:00,33.572,6803.027
13.0,01JAN2000 13:00:00,33.701,7013.95
13.0833,01JAN2000 13:05:00,33.784,7150.918
13.1667,01JAN2000 13:10:00,33.828,7222.85
13.25,01JAN2000 13:15:00,33.833,7230.87
13.3333,01JAN2000 13:20:00,33.8,7172.879
13.4167,01JAN2000 13:25:00,33.735,7061.31
13.5,01JAN2000 13:30:00,33.637,6906.561
13.5833,01JAN2000 13:35:00,33.517,6713.83
13.6667,01JAN2000 13:40:00,33.374,6487.903
13.75,01JAN2000 13:45:00,33.209,6231.121
13.8333,01JAN2000 13:50:00,33.033,5950.023
13.9167,01JAN2000 13:55:00,32.837,5660.376
14.0,01JAN2000 14:00:00,32.647,5378.22
14.0833,01JAN2000 14:05:00,32.462,5112.327
14.1667,01JAN2000 14:10:00,32.289,4863.65
14.25,01JAN2000 14:15:00,32.121,4630.7
14.3333,01JAN2000 14:20:00,31.964,4413.59
14.4167,01JAN2000 14:25:00,31.81,4211.643
14.5,01JAN2000 14:30:00,31.66,4024.32
14.5833,01JAN2000 14:35:00,31.514,3849.942
14.6667,01JAN2000 14:40:00,31.372,3686.498
14.75,01JAN2000 14:45:00,31.238,3532.74
14.8333,01JAN2000 14:50:00,31.108,3388.798
14.9167,01JAN2000 14:55:00,30.987,3254.71
15.0,01JAN2000 15:00:00,30.873,3130.21
15.0833,01JAN2000 15:05:00,30.763,3014.68
15.1667,01JAN2000 15:10:00,30.66,2907.491
15.25,01JAN2000 15:15:00,30.565,2807.57
15.3333,01JAN2000 15:20:00,30.47,2714.121
15.4167,01JAN2000 15:25:00,30.388,2626.489
15.5,01JAN2000 15:30:00,30.302,2544.13
15.5833,01JAN2000 15:35:00,30.223,2466.879
15.6667,01JAN2000 15:40:00,30.15,2394.78
15.75,01JAN2000 15:45:00,30.082,2327.52
15.8333,01JAN2000 15:50:00,30.015,2264.72
15.9167,01JAN2000 15:55:00,29.95,2206.051
16.0,01JAN2000 16:00:00,29.894,2151.5
16.0833,01JAN2000 16:05:00,29.834,2100.88
16.1667,01JAN2000 16:10:00,29.784,2053.82
16.25,01JAN2000 16:15:00,29.734,2009.9
16.3333,01JAN2000 16:20:00,29.69,1968.82
16.4167,01JAN2000 16:25:00,29.645,1930.07
16.5,01JAN2000 16:30:00,29.605,1893.21
16.5833,01JAN2000 16:35:00,29.562,1857.93
16.6667,01JAN2000 16:40:00,29.523,1823.97
16.75,01JAN2000 16:45:00,29.484,1791.15
16.8333,01JAN2000 16:50:00,29.45,1759.47
16.9167,01JAN2000 16:55:00,29.412,1728.91
17.0,01JAN2000 17:00:00,29.378,1699.51
17.0833,01JAN2000 17:05:00,29.345,1671.27
17.1667,01JAN2000 17:10:00,29.312,1644.27
17.25,01JAN2000 17:15:00,29.279,1618.55
17.3333,01JAN2000 17:20:00,29.25,1593.99
17.4167,01JAN2000 17:25:00,29.222,1570.7
17.5,01JAN2000 17:30:00,29.197,1548.81
17.5833,01JAN2000 17:35:00,29.168,1528.27
17.6667,01JAN2000 17:40:00,29.147,1509.07
17.75,01JAN2000 17:45:00,29.123,1491.2
17.8333,01JAN2000 17:50:00,29.102,1474.77
17.9167,01JAN2000 17:55:00,29.085,1459.88
18.0,01JAN2000 18:00:00,29.068,1446.6
18.0833,01JAN2000 18:05:00,29.051,1434.78
18.1667,01JAN2000 18:10:00,29.038,1424.58
18.25,01JAN2000 18:15:00,29.028,1415.83
18.3333,01JAN2000 18:20:00,29.018,1408.16
18.4167,01JAN2000 18:25:00,29.011,1401.49
18.5,01JAN2000 18:30:00,29.001,1395.64
18.5833,01JAN2000 18:35:00,28.995,1390.53
18.6667,01JAN2000 18:40:00,28.991,1385.99
18.75,01JAN2000 18:45:00,28.985,1381.93
18.8333,01JAN2000 18:50:00,28.981,1378.34
18.9167,01JAN2000 18:55:00,28.975,1374.93
19.0,01JAN2000 19:00:00,28.972,1371.42
19.0833,01JAN2000 19:05:00,28.965,1367.54
19.1667,01JAN2000 19:10:00,28.962,1363.16
19.25,01JAN2000 19:15:00,28.955,1358.07
19.3333,01JAN2000 19:20:00,28.945,1352.07
19.4167,01JAN2000 19:25:00,28.936,1344.9
19.5,01JAN2000 19:30:00,28.926,1336.27
19.5833,01JAN2000 19:35:00,28.913,1326.09
19.6667,01JAN2000 19:40:00,28.897,1314.59
19.75,01JAN2000 19:45:00,28.881,1302.02
19.8333,01JAN2000 19:50:00,28.861,1288.6
19.9167,01JAN2000 19:55:00,28.845,1274.63
20.0,01JAN2000 20:00:00,28.826,1260.5
20.0833,01JAN2000 20:05:00,28.808,1246.46
20.1667,01JAN2000 20:10:00,28.789,1232.52
20.25,01JAN2000 20:15:00,28.77,1218.95
20.3333,01JAN2000 20:20:00,28.752,1206.02
20.4167,01JAN2000 20:25:00,28.736,1193.76
20.5,01JAN2000 20:30:00,28.718,1182.17
20.5833,01JAN2000 20:35:00,28.703,1171.35
20.6667,01JAN2000 20:40:00,28.691,1161.4
20.75,01JAN2000 20:45:00,28.679,1152.49
20.8333,01JAN2000 20:50:00,28.667,1144.68
20.9167,01JAN2000 20:55:00,28.658,1137.85
21.0,01JAN2000 21:00:00,28.649,1131.77
21.0833,01JAN2000 21:05:00,28.64,1126.32
21.1667,01JAN2000 21:10:00,28.634,1121.47
21.25,01JAN2000 21:15:00,28.628,1117.16
21.3333,01JAN2000 21:20:00,28.622,1113.26
21.4167,01JAN2000 21:25:00,28.616,1109.71
21.5,01JAN2000 21:30:00,28.613,1106.54
21.5833,01JAN2000 21:35:00,28.61,1103.72
21.6667,01JAN2000 21:40:00,28.605,1101.21
21.75,01JAN2000 21:45:00,28.602,1098.98
21.8333,01JAN2000 21:50:00,28.599,1096.99
21.9167,01JAN2000 21:55:00,28.596,1095.22
22.0,01JAN2000 22:00:00,28.596,1093.6
22.0833,01JAN2000 22:05:00,28.593,1092.14
22.1667,01JAN2000 22:10:00,28.59,1090.82
