time_h,date,stage,flow
-0.0,01JAN2000 00:00:00,1.356,0.0
0.0833,01JAN2000 00:05:00,1.356,0.0
0.1667,01JAN2000 00:10:00,1.356,0.0
0.25,01JAN2000 00:15:00,1.356,0.0
0.3333,01JAN2000 00:20:00,1.356,0.0
0.4167,01JAN2000 00:25:00,1.356,0.0
0.5,01JAN2000 00:30:00,1.356,0.0
0.5833,01JAN2000 00:35:00,1.356,0.0
0.6667,01JAN2000 00:40:00,1.356,0.0
0.75,01JAN2000 00:45:00,1.356,0.0
0.8333,01JAN2000 00:50:00,1.356,0.0
0.9167,01JAN2000 00:55:00,1.356,0.0
1.0,01JAN2000 01:00:00,1.356,0.0
1.0833,01JAN2000 01:05:00,1.356,0.0
1.1667,01JAN2000 01:10:00,1.356,0.0
1.25,01JAN2000 01:15:00,1.356,0.0
1.3333,01JAN2000 01:20:00,1.356,0.0
1.4167,01JAN2000 01:25:00,1.356,0.0
1.5,01JAN2000 01:30:00,1.356,0.0
1.5833,01JAN2000 01:35:00,1.356,0.0
1.6667,01JAN2000 01:40:00,1.356,0.0
1.75,01JAN2000 01:45:00,1.356,0.0
1.8333,01JAN2000 01:50:00,1.356,0.0
1.9167,01JAN2000 01:55:00,1.356,0.0
2.0,01JAN2000 02:00:00,1.356,0.0
2.0833,01JAN2000 02:05:00,1.356,0.0
2.1667,01JAN2000 02:10:00,1.356,0.0
2.25,01JAN2000 02:15:00,2.603,0.849
2.3333,01JAN2000 02:20:00,6.556,9703.832
2.4167,01JAN2000 02:25:00,7.316,17687.096
2.5,01JAN2000 02:30:00,7.195,20198.438
2.5833,01JAN2000 02:35:00,6.843,21006.682
2.6667,01JAN2000 02:40:00,6.573,20532.082
2.75,01JAN2000 02:45:00,6.341,19344.26
2.8333,01JAN2000 02:50:00,6.136,17794.594
2.9167,01JAN2000 02:55:00,5.939,16297.902
3.0,01JAN2000 03:00:00,5.754,14861.778
3.0833,01JAN2000 03:05:00,5.585,13507.294
3.1667,01JAN2000 03:10:00,5.426,12293.938
3.25,01JAN2000 03:15:00,5.277,11226.581
3.3333,01JAN2000 03:20:00,5.135,10301.748
3.4167,01JAN2000 03:25:00,4.999,9453.935
3.5,01JAN2000 03:30:00,4.868,8619.941
3.5833,01JAN2000 03:35:00,4.741,7811.89
3.6667,01JAN2000 03:40:00,4.618,7044.0
3.75,01JAN2000 03:45:00,4.5,6350.646
3.8333,01JAN2000 03:50:00,4.389,5719.887
3.9167,01JAN2000 03:55:00,4.279,5135.71
4.0,01JAN2000 04:00:00,4.171,4601.391
4.0833,01JAN2000 04:05:00,4.066,4110.968
4.1667,01JAN2000 04:10:00,3.969,3674.907
4.25,01JAN2000 04:15:00,3.88,3298.96
4.3333,01JAN2000 04:20:00,3.802,2976.732
4.4167,01JAN2000 04:25:00,3.733,2700.793
4.5,01JAN2000 04:30:00,3.672,2464.345
4.5833,01JAN2000 04:35:00,3.618,2258.572
4.6667,01JAN2000 04:40:00,3.569,2078.818
4.75,01JAN2000 04:45:00,3.524,1920.515
4.8333,01JAN2000 04:50:00,3.483,1779.475
