time_h,date,total_flow,weir_flow,stage_hw,stage_tw,breach_width,breach_bottom,breach_flow,breach_velocity
12.8333,01JAN2000 12:50:00,0.366,0.366,23.052,23.0,85.0,23.0,0.366,0.029
12.9167,01JAN2000 12:55:00,0.703,0.703,23.039,23.0,85.0,23.0,0.703,0.052
13.0,01JAN2000 13:00:00,0.604,0.604,23.041,23.0,85.0,23.0,0.604,0.044
13.0833,01JAN2000 13:05:00,0.481,0.481,23.04,23.0,85.0,23.0,0.481,0.034
13.1667,01JAN2000 13:10:00,0.614,0.614,23.046,23.0,85.0,23.0,0.614,0.044
13.25,01JAN2000 13:15:00,0.588,0.588,23.04,23.0,85.0,23.0,0.588,0.043
13.3333,01JAN2000 13:20:00,0.592,0.592,23.045,23.0,85.0,23.0,0.592,0.043
13.4167,01JAN2000 13:25:00,0.505,0.505,23.037,23.0,85.0,23.0,0.505,0.037
13.5,01JAN2000 13:30:00,0.569,0.569,23.038,23.0,85.0,23.0,0.569,0.043
13.5833,01JAN2000 13:35:00,0.497,0.497,23.039,23.0,85.0,23.0,0.497,0.036
13.6667,01JAN2000 13:40:00,0.481,0.481,23.038,23.0,85.0,23.0,0.481,0.035
13.75,01JAN2000 13:45:00,0.471,0.471,23.038,23.0,85.0,23.0,0.471,0.034
13.8333,01JAN2000 13:50:00,0.461,0.461,23.038,23.0,85.0,23.0,0.461,0.034
13.9167,01JAN2000 13:55:00,0.542,0.542,23.034,23.0,85.0,23.0,0.542,0.041
14.0,01JAN2000 14:00:00,0.53,0.53,23.032,23.0,85.0,23.0,0.53,0.04
