time (hr),2yr,5yr,10yr,25yr,50yr,100yr,200yr,500yr,1000yr,2000yr,5000yr,10000yr,PMP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009481110388297275
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13075126322289493
0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5665676938427477
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6015574839657793
0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5316755380456364
0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.673732844944099
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.401999635973564
0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.242559382864134e-05,18.157033711847173
0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000579073385395549,0.005404347887972289,27.426375789048812
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008516786961464443,0.02988879023624845,39.66343361789679
1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03913183592507848,0.09738233388515632,55.17345381818059
1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014603569286629297,0.11568895249782823,0.23761392843116877,74.07632815831872
1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003835513390973153,0.2635419270253893,0.4821508364462613,96.3199194145678
1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01886694323326713,0.5109230669227469,0.8671574223883967,121.71643580218121
1.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05830029566197796,0.893958680073659,1.4389709087077855,149.95859475766736
1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13802082168445365,1.4573597988586584,2.2541862153756385,180.67178163742153
1.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777584225013436,2.2559748511500155,3.377383018276274,213.49444385168272
1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014547143774703398,0.5008410553477025,3.345023418239646,4.865679963865092,248.00942699179106
1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026921573000557595,0.8333599009408019,4.768229454539275,6.75868617883234,283.7210807851714
1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012584420060860475,1.3051573352232317,6.554652614739352,9.078343970965404,320.163303659387
1.9166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037077569784643556,1.9503516901339581,8.726678044405363,11.839951543806182,356.94811696616574
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.519631693558042e-05,0.08460264596997417,2.80172326522009,11.3017060406079,15.05318503779695,393.7374072773379
2.0833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016677427221945082,0.16531571338066894,3.885128134262012,14.284070299782945,18.71480189934562,430.1615212490834
2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008033278373594126,0.2917080810158458,5.216778881881245,17.662299947090776,22.807665904746113,465.7991879780609
2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02432128382976612,0.4791117398636083,6.80815005558578,21.424371001483966,27.311112340612528,500.2757871270472
2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056705206793474065,0.7451203278626176,8.662784668138348,25.54983973927722,32.1937404988355,533.345036577708
2.4166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11272589550182344,1.10910028793431,10.778390296640172,30.009318642036526,37.419367643779324,564.8706269919514
2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2014891596434472,1.5882339721853866,13.149880804814304,34.77051164368692,42.950482933442316,594.8001758425343
2.5833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.00036345167005438696,0.3335242259032,2.1953970498404427,15.768596496050682,39.80583883981347,48.754814407960346,623.13794306714
2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0025429808422486678,0.520957044746467,2.939591867834367,18.61936844782022,45.08557083656018,54.7966851863064,649.9111819186777
