time_h,date,total_flow,weir_flow,stage_hw,stage_tw,breach_width,breach_bottom,breach_flow,breach_velocity
13.5833,01JAN2000 13:35:00,9012.863,9012.864,91.983,37.814,nan,nan,nan,nan
13.6667,01JAN2000 13:40:00,9386.212,9386.214,92.188,38.448,nan,nan,nan,nan
13.75,01JAN2000 13:45:00,9799.956,9799.956,92.412,39.012,nan,nan,nan,nan
13.8333,01JAN2000 13:50:00,10261.844,10261.843,92.658,39.573,nan,nan,nan,nan
13.9167,01JAN2000 13:55:00,10762.928,10762.929,92.921,40.198,nan,nan,nan,nan
14.0,01JAN2000 14:00:00,11308.138,11308.139,93.203,40.919,nan,nan,nan,nan
14.0833,01JAN2000 14:05:00,11886.82,11886.82,93.497,41.423,nan,nan,nan,nan
14.1667,01JAN2000 14:10:00,12487.752,12487.751,93.798,42.169,nan,nan,nan,nan
14.25,01JAN2000 14:15:00,13104.284,13104.285,94.101,42.676,nan,nan,nan,nan
14.3333,01JAN2000 14:20:00,13721.237,13721.235,94.4,42.678,nan,nan,nan,nan
14.4167,01JAN2000 14:25:00,14318.272,14318.272,94.684,42.37,nan,nan,nan,nan
14.5,01JAN2000 14:30:00,14883.616,14883.614,94.95,41.981,nan,nan,nan,nan
14.5833,01JAN2000 14:35:00,15402.266,15402.27,95.191,41.583,nan,nan,nan,nan
14.6667,01JAN2000 14:40:00,15867.181,15867.177,95.404,40.965,nan,nan,nan,nan
14.75,01JAN2000 14:45:00,16274.964,16274.963,95.59,41.045,nan,nan,nan,nan
14.8333,01JAN2000 14:50:00,16615.496,16615.494,95.743,41.232,nan,nan,nan,nan
14.9167,01JAN2000 14:55:00,16887.377,16887.379,95.865,41.39,nan,nan,nan,nan
15.0,01JAN2000 15:00:00,17090.895,17090.895,95.956,41.396,nan,nan,nan,nan
15.0833,01JAN2000 15:05:00,17229.596,17229.598,96.018,41.474,nan,nan,nan,nan
15.1667,01JAN2000 15:10:00,17305.314,17305.312,96.052,41.519,nan,nan,nan,nan
15.25,01JAN2000 15:15:00,17322.521,17322.52,96.06,41.531,nan,nan,nan,nan
15.3333,01JAN2000 15:20:00,79029.75,79029.773,85.283,78.425,98.947,23.0,76672.203,12.496
15.4167,01JAN2000 15:25:00,76356.508,76356.508,79.299,74.175,119.0,23.0,76356.484,11.457
15.5,01JAN2000 15:30:00,66608.883,66608.875,74.556,69.878,119.0,23.0,66608.852,10.928
15.5833,01JAN2000 15:35:00,59059.992,59059.988,70.681,66.421,119.0,23.0,59059.969,10.478
15.6667,01JAN2000 15:40:00,52170.078,52170.078,66.986,63.111,119.0,23.0,52170.059,10.033
15.75,01JAN2000 15:45:00,45992.949,45992.949,63.513,59.935,119.0,23.0,45992.93,9.6
15.8333,01JAN2000 15:50:00,40376.227,40376.227,60.238,57.021,119.0,23.0,40376.199,9.167
15.9167,01JAN2000 15:55:00,35488.086,35488.082,57.282,54.4,119.0,23.0,35488.066,8.754
16.0,01JAN2000 16:00:00,31209.615,31209.619,54.574,51.997,119.0,23.0,31209.598,8.355
16.0833,01JAN2000 16:05:00,27540.713,27540.715,52.143,49.832,119.0,23.0,27540.695,7.987
16.1667,01JAN2000 16:10:00,24421.992,24421.998,49.993,47.896,119.0,23.0,24421.977,7.647
16.25,01JAN2000 16:15:00,21837.568,21837.564,48.117,46.204,119.0,23.0,21837.551,7.344
16.3333,01JAN2000 16:20:00,19722.297,19722.297,46.55,44.777,119.0,23.0,19722.279,7.074
16.4167,01JAN2000 16:25:00,18048.383,18048.383,45.246,43.599,119.0,23.0,18048.369,6.853
16.5,01JAN2000 16:30:00,16716.43,16716.428,44.191,42.65,119.0,23.0,16716.41,6.662
16.5833,01JAN2000 16:35:00,15694.505,15694.505,43.336,41.885,119.0,23.0,15694.486,6.517
16.6667,01JAN2000 16:40:00,14867.83,14867.83,42.659,41.285,119.0,23.0,14867.813,6.389
16.75,01JAN2000 16:45:00,14196.397,14196.399,42.087,40.772,119.0,23.0,14196.38,6.281
16.8333,01JAN2000 16:50:00,13652.943,13652.943,41.618,40.346,119.0,23.0,13652.927,6.192
16.9167,01JAN2000 16:55:00,13205.845,13205.845,41.23,39.994,119.0,23.0,13205.827,6.116
17.0,01JAN2000 17:00:00,12821.991,12821.99,40.896,39.693,119.0,23.0,12821.972,6.049
17.0833,01JAN2000 17:05:00,12475.365,12475.364,40.586,39.404,119.0,23.0,12475.347,5.987
17.1667,01JAN2000 17:10:00,12183.731,12183.732,40.325,39.173,119.0,23.0,12183.715,5.937
17.25,01JAN2000 17:15:00,11879.318,11879.318,40.074,38.942,119.0,23.0,11879.301,5.872
17.3333,01JAN2000 17:20:00,11631.863,11631.863,39.838,38.733,119.0,23.0,11631.847,5.832
17.4167,01JAN2000 17:25:00,11365.645,11365.646,39.608,38.522,119.0,23.0,11365.628,5.777
17.5,01JAN2000 17:30:00,11156.323,11156.323,39.386,38.322,119.0,23.0,11156.306,5.747
17.5833,01JAN2000 17:35:00,10918.423,10918.422,39.165,38.12,119.0,23.0,10918.404,5.701
17.6667,01JAN2000 17:40:00,10687.059,10687.059,38.948,37.922,119.0,23.0,10687.039,5.657
17.75,01JAN2000 17:45:00,10463.541,10463.542,38.736,37.728,119.0,23.0,10463.523,5.612
17.8333,01JAN2000 17:50:00,10222.001,10222.001,38.525,37.532,119.0,23.0,10221.982,5.556
17.9167,01JAN2000 17:55:00,10031.532,10031.533,38.322,37.35,119.0,23.0,10031.515,5.526
18.0,01JAN2000 18:00:00,9821.444,9821.444,38.122,37.167,119.0,23.0,9821.426,5.481
18.0833,01JAN2000 18:05:00,9613.983,9613.982,37.928,36.992,119.0,23.0,9613.965,5.436
18.1667,01JAN2000 18:10:00,9417.523,9417.522,37.729,36.807,119.0,23.0,9417.506,5.396
18.25,01JAN2000 18:15:00,9040.444,9040.446,37.868,37.249,119.0,23.0,9040.428,5.155
18.3333,01JAN2000 18:20:00,8938.294,8938.294,37.765,37.153,119.0,23.0,8938.276,5.135
18.4167,01JAN2000 18:25:00,8793.345,8793.343,37.626,37.017,119.0,23.0,8793.325,5.099
18.5,01JAN2000 18:30:00,8694.46,8694.461,37.468,36.87,119.0,23.0,8694.442,5.095
18.5833,01JAN2000 18:35:00,8513.129,8513.13,37.322,36.713,119.0,23.0,8513.11,5.042
18.6667,01JAN2000 18:40:00,8367.737,8367.738,37.16,36.579,119.0,23.0,8367.72,5.012
18.75,01JAN2000 18:45:00,8212.661,8212.66,36.996,36.4,119.0,23.0,8212.643,4.977
18.8333,01JAN2000 18:50:00,8075.162,8075.163,36.84,36.268,119.0,23.0,8075.146,4.948
18.9167,01JAN2000 18:55:00,7923.5,7923.5,36.682,36.116,119.0,23.0,7923.483,4.911
19.0,01JAN2000 19:00:00,7794.228,7794.228,36.532,35.976,119.0,23.0,7794.212,4.884
19.0833,01JAN2000 19:05:00,7666.3,7666.3,36.381,35.83,119.0,23.0,7666.284,4.859
19.1667,01JAN2000 19:10:00,7541.23,7541.231,36.227,35.68,119.0,23.0,7541.216,4.835
19.25,01JAN2000 19:15:00,7413.435,7413.435,36.083,35.543,119.0,23.0,7413.419,4.805
19.3333,01JAN2000 19:20:00,7293.533,7293.534,35.939,35.403,119.0,23.0,7293.519,4.78
19.4167,01JAN2000 19:25:00,7174.85,7174.85,35.804,35.274,119.0,23.0,7174.834,4.752
19.5,01JAN2000 19:30:00,7060.696,7060.695,35.673,35.149,119.0,23.0,7060.68,4.725
19.5833,01JAN2000 19:35:00,6950.875,6950.876,35.547,35.028,119.0,23.0,6950.861,4.698
19.6667,01JAN2000 19:40:00,6847.422,6847.421,35.426,34.913,119.0,23.0,6847.406,4.673
19.75,01JAN2000 19:45:00,6747.898,6747.898,35.309,34.803,119.0,23.0,6747.882,4.649
19.8333,01JAN2000 19:50:00,6651.94,6651.94,35.197,34.696,119.0,23.0,6651.925,4.625
19.9167,01JAN2000 19:55:00,6558.782,6558.782,35.088,34.593,119.0,23.0,6558.767,4.601
20.0,01JAN2000 20:00:00,6469.314,6469.314,34.982,34.492,119.0,23.0,6469.299,4.579
20.0833,01JAN2000 20:05:00,6382.709,6382.709,34.879,34.394,119.0,23.0,6382.695,4.557
20.1667,01JAN2000 20:10:00,6299.776,6299.776,34.78,34.3,119.0,23.0,6299.76,4.535
20.25,01JAN2000 20:15:00,6220.314,6220.315,34.685,34.21,119.0,23.0,6220.299,4.515
20.3333,01JAN2000 20:20:00,6144.097,6144.097,34.593,34.123,119.0,23.0,6144.082,4.495
20.4167,01JAN2000 20:25:00,6071.06,6071.06,34.505,34.039,119.0,23.0,6071.044,4.475
20.5,01JAN2000 20:30:00,6000.922,6000.923,34.42,33.958,119.0,23.0,6000.907,4.456
20.5833,01JAN2000 20:35:00,5933.818,5933.819,34.339,33.881,119.0,23.0,5933.803,4.438
20.6667,01JAN2000 20:40:00,5869.159,5869.159,34.26,33.806,119.0,23.0,5869.144,4.421
20.75,01JAN2000 20:45:00,5806.937,5806.938,34.184,33.734,119.0,23.0,5806.922,4.403
20.8333,01JAN2000 20:50:00,5746.85,5746.85,34.111,33.665,119.0,23.0,5746.834,4.387
20.9167,01JAN2000 20:55:00,5689.399,5689.399,34.04,33.599,119.0,23.0,5689.384,4.37
21.0,01JAN2000 21:00:00,5633.355,5633.356,33.971,33.534,119.0,23.0,5633.341,4.354
21.0833,01JAN2000 21:05:00,5578.911,5578.911,33.905,33.47,119.0,23.0,5578.896,4.339
21.1667,01JAN2000 21:10:00,5526.191,5526.192,33.839,33.408,119.0,23.0,5526.177,4.324
21.25,01JAN2000 21:15:00,5475.435,5475.435,33.776,33.348,119.0,23.0,5475.419,4.309
21.3333,01JAN2000 21:20:00,5425.648,5425.648,33.714,33.289,119.0,23.0,5425.634,4.295
21.4167,01JAN2000 21:25:00,5377.037,5377.037,33.652,33.23,119.0,23.0,5377.021,4.281
21.5,01JAN2000 21:30:00,5329.248,5329.248,33.592,33.173,119.0,23.0,5329.231,4.267
21.5833,01JAN2000 21:35:00,5282.103,5282.104,33.533,33.116,119.0,23.0,5282.088,4.253
21.6667,01JAN2000 21:40:00,5237.271,5237.271,33.476,33.062,119.0,23.0,5237.256,4.239
21.75,01JAN2000 21:45:00,5193.655,5193.655,33.421,33.01,119.0,23.0,5193.641,4.226
21.8333,01JAN2000 21:50:00,5150.978,5150.978,33.367,32.958,119.0,23.0,5150.962,4.213
21.9167,01JAN2000 21:55:00,5109.118,5109.117,33.313,32.907,119.0,23.0,5109.102,4.201
22.0,01JAN2000 22:00:00,5068.077,5068.077,33.261,32.857,119.0,23.0,5068.062,4.188
22.0833,01JAN2000 22:05:00,5027.762,5027.762,33.209,32.808,119.0,23.0,5027.746,4.176
22.1667,01JAN2000 22:10:00,4988.037,4988.037,33.158,32.759,119.0,23.0,4988.021,4.164
22.25,01JAN2000 22:15:00,4948.816,4948.816,33.107,32.711,119.0,23.0,4948.801,4.152
22.3333,01JAN2000 22:20:00,4910.143,4910.144,33.057,32.663,119.0,23.0,4910.128,4.14
22.4167,01JAN2000 22:25:00,4871.881,4871.882,33.008,32.616,119.0,23.0,4871.867,4.128
22.5,01JAN2000 22:30:00,4834.112,4834.111,32.959,32.569,119.0,23.0,4834.097,4.116
22.5833,01JAN2000 22:35:00,4796.75,4796.75,32.91,32.522,119.0,23.0,4796.734,4.105
22.6667,01JAN2000 22:40:00,4759.982,4759.982,32.862,32.476,119.0,23.0,4759.967,4.093
22.75,01JAN2000 22:45:00,4723.779,4723.779,32.814,32.431,119.0,23.0,4723.764,4.082
22.8333,01JAN2000 22:50:00,4688.413,4688.412,32.768,32.387,119.0,23.0,4688.397,4.07
22.9167,01JAN2000 22:55:00,4653.785,4653.785,32.722,32.343,119.0,23.0,4653.77,4.059
23.0,01JAN2000 23:00:00,4619.788,4619.788,32.677,32.3,119.0,23.0,4619.772,4.049
23.0833,01JAN2000 23:05:00,4586.652,4586.652,32.633,32.257,119.0,23.0,4586.637,4.038
23.1667,01JAN2000 23:10:00,4554.173,4554.173,32.589,32.216,119.0,23.0,4554.158,4.028
23.25,01JAN2000 23:15:00,4522.622,4522.622,32.547,32.175,119.0,23.0,4522.606,4.018
23.3333,01JAN2000 23:20:00,4491.774,4491.775,32.506,32.136,119.0,23.0,4491.76,4.009
23.4167,01JAN2000 23:25:00,4462.021,4462.021,32.466,32.097,119.0,23.0,4462.006,4.0
23.5,01JAN2000 23:30:00,4433.21,4433.21,32.427,32.06,119.0,23.0,4433.195,3.989
23.5833,01JAN2000 23:35:00,4405.739,4405.74,32.39,32.025,119.0,23.0,4405.724,3.981
