time_h,date,stage,flow
-0.0,01JAN2000 00:00:00,20.987,0.0
0.0833,01JAN2000 00:05:00,21.514,0.0
0.1667,01JAN2000 00:10:00,21.514,0.0
0.25,01JAN2000 00:15:00,21.514,0.0
0.3333,01JAN2000 00:20:00,21.514,0.0
0.4167,01JAN2000 00:25:00,21.514,0.0
0.5,01JAN2000 00:30:00,21.514,0.0
0.5833,01JAN2000 00:35:00,21.514,0.0
0.6667,01JAN2000 00:40:00,21.514,0.0
0.75,01JAN2000 00:45:00,21.514,0.0
0.8333,01JAN2000 00:50:00,21.518,0.0
0.9167,01JAN2000 00:55:00,21.587,0.012
1.0,01JAN2000 01:00:00,21.658,0.068
1.0833,01JAN2000 01:05:00,21.739,0.228
1.1667,01JAN2000 01:10:00,21.793,0.564
1.25,01JAN2000 01:15:00,21.835,1.119
1.3333,01JAN2000 01:20:00,21.873,1.895
1.4167,01JAN2000 01:25:00,21.908,2.86
1.5,01JAN2000 01:30:00,21.938,3.97
1.5833,01JAN2000 01:35:00,21.965,5.196
1.6667,01JAN2000 01:40:00,21.991,6.509
1.75,01JAN2000 01:45:00,22.015,7.876
1.8333,01JAN2000 01:50:00,22.038,9.258
1.9167,01JAN2000 01:55:00,22.06,10.62
2.0,01JAN2000 02:00:00,22.079,11.945
2.0833,01JAN2000 02:05:00,22.097,13.241
2.1667,01JAN2000 02:10:00,22.115,14.516
2.25,01JAN2000 02:15:00,22.131,15.77
2.3333,01JAN2000 02:20:00,22.147,17.01
2.4167,01JAN2000 02:25:00,22.163,18.256
2.5,01JAN2000 02:30:00,22.178,19.504
2.5833,01JAN2000 02:35:00,22.192,20.714
2.6667,01JAN2000 02:40:00,22.206,21.875
2.75,01JAN2000 02:45:00,22.218,22.984
2.8333,01JAN2000 02:50:00,22.229,24.035
2.9167,01JAN2000 02:55:00,22.24,25.028
3.0,01JAN2000 03:00:00,22.249,25.991
3.0833,01JAN2000 03:05:00,22.258,26.953
3.1667,01JAN2000 03:10:00,22.266,27.908
3.25,01JAN2000 03:15:00,22.275,28.829
3.3333,01JAN2000 03:20:00,22.283,29.72
3.4167,01JAN2000 03:25:00,22.29,30.62
3.5,01JAN2000 03:30:00,22.298,31.534
3.5833,01JAN2000 03:35:00,22.307,32.431
3.6667,01JAN2000 03:40:00,22.314,33.325
3.75,01JAN2000 03:45:00,22.322,34.249
3.8333,01JAN2000 03:50:00,22.33,35.195
3.9167,01JAN2000 03:55:00,22.337,36.095
4.0,01JAN2000 04:00:00,22.344,36.941
4.0833,01JAN2000 04:05:00,22.351,37.76
4.1667,01JAN2000 04:10:00,22.357,38.566
4.25,01JAN2000 04:15:00,22.363,39.352
4.3333,01JAN2000 04:20:00,22.37,40.143
4.4167,01JAN2000 04:25:00,22.376,40.959
4.5,01JAN2000 04:30:00,22.382,41.792
4.5833,01JAN2000 04:35:00,22.389,42.614
4.6667,01JAN2000 04:40:00,22.395,43.414
4.75,01JAN2000 04:45:00,22.401,44.177
4.8333,01JAN2000 04:50:00,22.407,44.909
4.9167,01JAN2000 04:55:00,22.412,45.644
5.0,01JAN2000 05:00:00,22.418,46.426
5.0833,01JAN2000 05:05:00,22.424,47.267
5.1667,01JAN2000 05:10:00,22.431,48.154
5.25,01JAN2000 05:15:00,22.437,49.041
5.3333,01JAN2000 05:20:00,22.444,49.915
5.4167,01JAN2000 05:25:00,22.45,50.781
5.5,01JAN2000 05:30:00,22.456,51.645
5.5833,01JAN2000 05:35:00,22.461,52.469
5.6667,01JAN2000 05:40:00,22.467,53.27
5.75,01JAN2000 05:45:00,22.472,54.084
5.8333,01JAN2000 05:50:00,22.477,54.908
5.9167,01JAN2000 05:55:00,22.482,55.696
6.0,01JAN2000 06:00:00,22.487,56.466
6.0833,01JAN2000 06:05:00,22.492,57.285
6.1667,01JAN2000 06:10:00,22.498,58.188
6.25,01JAN2000 06:15:00,22.504,59.127
6.3333,01JAN2000 06:20:00,22.509,60.074
6.4167,01JAN2000 06:25:00,22.515,60.986
6.5,01JAN2000 06:30:00,22.521,61.854
6.5833,01JAN2000 06:35:00,22.526,62.706
6.6667,01JAN2000 06:40:00,22.531,63.592
6.75,01JAN2000 06:45:00,22.536,64.518
6.8333,01JAN2000 06:50:00,22.542,65.503
6.9167,01JAN2000 06:55:00,22.548,66.564
7.0,01JAN2000 07:00:00,22.555,67.689
7.0833,01JAN2000 07:05:00,22.562,68.826
7.1667,01JAN2000 07:10:00,22.569,69.985
7.25,01JAN2000 07:15:00,22.576,71.172
7.3333,01JAN2000 07:20:00,22.582,72.39
7.4167,01JAN2000 07:25:00,22.589,73.571
7.5,01JAN2000 07:30:00,22.596,74.709
7.5833,01JAN2000 07:35:00,22.602,75.817
7.6667,01JAN2000 07:40:00,22.609,76.943
7.75,01JAN2000 07:45:00,22.615,78.137
7.8333,01JAN2000 07:50:00,22.622,79.456
7.9167,01JAN2000 07:55:00,22.63,80.869
8.0,01JAN2000 08:00:00,22.638,82.339
8.0833,01JAN2000 08:05:00,22.645,83.796
8.1667,01JAN2000 08:10:00,22.651,85.228
8.25,01JAN2000 08:15:00,22.658,86.656
8.3333,01JAN2000 08:20:00,22.664,88.162
8.4167,01JAN2000 08:25:00,22.671,89.77
8.5,01JAN2000 08:30:00,22.679,91.482
8.5833,01JAN2000 08:35:00,22.687,93.225
8.6667,01JAN2000 08:40:00,22.695,94.989
8.75,01JAN2000 08:45:00,22.702,96.794
8.8333,01JAN2000 08:50:00,22.71,98.681
8.9167,01JAN2000 08:55:00,22.719,100.632
9.0,01JAN2000 09:00:00,22.727,102.713
9.0833,01JAN2000 09:05:00,22.737,104.967
9.1667,01JAN2000 09:10:00,22.747,107.388
9.25,01JAN2000 09:15:00,22.757,109.848
9.3333,01JAN2000 09:20:00,22.767,112.345
9.4167,01JAN2000 09:25:00,22.777,114.936
9.5,01JAN2000 09:30:00,22.789,117.704
9.5833,01JAN2000 09:35:00,22.8,120.622
9.6667,01JAN2000 09:40:00,22.812,123.718
9.75,01JAN2000 09:45:00,22.824,126.917
9.8333,01JAN2000 09:50:00,22.837,130.208
9.9167,01JAN2000 09:55:00,22.85,133.61
10.0,01JAN2000 10:00:00,22.863,137.236
10.0833,01JAN2000 10:05:00,22.878,141.148
10.1667,01JAN2000 10:10:00,22.894,145.456
10.25,01JAN2000 10:15:00,22.91,150.162
10.3333,01JAN2000 10:20:00,22.929,155.261
10.4167,01JAN2000 10:25:00,22.948,160.659
10.5,01JAN2000 10:30:00,22.967,166.414
10.5833,01JAN2000 10:35:00,22.988,172.631
10.6667,01JAN2000 10:40:00,23.011,179.498
10.75,01JAN2000 10:45:00,23.036,187.044
10.8333,01JAN2000 10:50:00,23.063,195.349
10.9167,01JAN2000 10:55:00,23.092,204.434
11.0,01JAN2000 11:00:00,23.123,214.457
11.0833,01JAN2000 11:05:00,23.156,225.67
