time_h,date,stage,flow
-0.0,01JAN2000 00:00:00,1.356,0.0
0.0833,01JAN2000 00:05:00,1.356,0.0
0.1667,01JAN2000 00:10:00,1.356,0.0
0.25,01JAN2000 00:15:00,1.356,0.0
0.3333,01JAN2000 00:20:00,1.356,0.0
0.4167,01JAN2000 00:25:00,1.356,0.0
0.5,01JAN2000 00:30:00,1.356,0.0
0.5833,01JAN2000 00:35:00,1.356,0.0
0.6667,01JAN2000 00:40:00,1.356,0.0
0.75,01JAN2000 00:45:00,1.356,0.0
0.8333,01JAN2000 00:50:00,1.356,0.0
0.9167,01JAN2000 00:55:00,1.356,0.0
1.0,01JAN2000 01:00:00,1.356,0.0
1.0833,01JAN2000 01:05:00,1.356,0.0
1.1667,01JAN2000 01:10:00,1.356,0.0
1.25,01JAN2000 01:15:00,1.356,0.0
1.3333,01JAN2000 01:20:00,1.356,0.0
1.4167,01JAN2000 01:25:00,1.356,0.0
1.5,01JAN2000 01:30:00,1.356,0.0
1.5833,01JAN2000 01:35:00,1.356,0.0
1.6667,01JAN2000 01:40:00,1.356,0.0
1.75,01JAN2000 01:45:00,1.356,0.0
1.8333,01JAN2000 01:50:00,1.356,0.0
1.9167,01JAN2000 01:55:00,1.356,0.0
2.0,01JAN2000 02:00:00,1.356,0.0
2.0833,01JAN2000 02:05:00,1.356,0.0
2.1667,01JAN2000 02:10:00,1.356,0.0
2.25,01JAN2000 02:15:00,1.356,0.0
2.3333,01JAN2000 02:20:00,1.356,7684.353
2.4167,01JAN2000 02:25:00,1.356,16049.656
2.5,01JAN2000 02:30:00,2.145,18854.875
2.5833,01JAN2000 02:35:00,2.425,19950.934
2.6667,01JAN2000 02:40:00,2.425,19805.494
2.75,01JAN2000 02:45:00,2.425,18960.234
2.8333,01JAN2000 02:50:00,2.5,17664.906
2.9167,01JAN2000 02:55:00,2.5,16309.482
3.0,01JAN2000 03:00:00,2.509,15029.278
3.0833,01JAN2000 03:05:00,2.528,13767.529
3.1667,01JAN2000 03:10:00,2.536,12613.697
3.25,01JAN2000 03:15:00,2.536,11564.065
3.3333,01JAN2000 03:20:00,2.534,10637.821
3.4167,01JAN2000 03:25:00,2.532,9817.226
3.5,01JAN2000 03:30:00,2.531,9032.51
3.5833,01JAN2000 03:35:00,2.53,8258.026
3.6667,01JAN2000 03:40:00,2.529,7506.989
3.75,01JAN2000 03:45:00,2.414,6792.679
3.8333,01JAN2000 03:50:00,2.3,6140.947
3.9167,01JAN2000 03:55:00,2.192,5541.715
4.0,01JAN2000 04:00:00,2.099,4983.025
4.0833,01JAN2000 04:05:00,2.037,4467.353
4.1667,01JAN2000 04:10:00,2.011,3990.001
4.25,01JAN2000 04:15:00,2.003,3564.303
4.3333,01JAN2000 04:20:00,1.998,3196.601
4.4167,01JAN2000 04:25:00,1.996,2882.607
4.5,01JAN2000 04:30:00,1.994,2614.644
4.5833,01JAN2000 04:35:00,1.992,2385.113
4.6667,01JAN2000 04:40:00,1.991,2185.428
4.75,01JAN2000 04:45:00,1.99,2011.477
4.8333,01JAN2000 04:50:00,1.99,1858.09
