time_h,date,stage,flow
-0.0,01JAN2000 00:00:00,1.356,0.0
0.0833,01JAN2000 00:05:00,1.356,0.0
0.1667,01JAN2000 00:10:00,1.356,0.0
0.25,01JAN2000 00:15:00,1.356,0.0
0.3333,01JAN2000 00:20:00,1.356,0.0
0.4167,01JAN2000 00:25:00,1.356,0.0
0.5,01JAN2000 00:30:00,1.356,0.0
0.5833,01JAN2000 00:35:00,1.356,0.0
0.6667,01JAN2000 00:40:00,1.356,0.0
0.75,01JAN2000 00:45:00,1.356,0.0
0.8333,01JAN2000 00:50:00,1.356,0.0
0.9167,01JAN2000 00:55:00,1.356,0.0
1.0,01JAN2000 01:00:00,1.356,0.0
1.0833,01JAN2000 01:05:00,1.356,0.0
1.1667,01JAN2000 01:10:00,1.356,0.0
1.25,01JAN2000 01:15:00,1.356,0.0
1.3333,01JAN2000 01:20:00,1.356,0.0
1.4167,01JAN2000 01:25:00,1.356,0.0
1.5,01JAN2000 01:30:00,1.356,0.0
1.5833,01JAN2000 01:35:00,1.356,0.0
1.6667,01JAN2000 01:40:00,1.356,0.0
1.75,01JAN2000 01:45:00,1.356,0.0
1.8333,01JAN2000 01:50:00,1.356,0.0
1.9167,01JAN2000 01:55:00,1.356,0.0
2.0,01JAN2000 02:00:00,1.356,0.0
2.0833,01JAN2000 02:05:00,1.356,0.0
2.1667,01JAN2000 02:10:00,1.356,0.0
2.25,01JAN2000 02:15:00,1.356,0.0
2.3333,01JAN2000 02:20:00,1.356,0.0
2.4167,01JAN2000 02:25:00,1.356,4607.064
2.5,01JAN2000 02:30:00,1.356,15803.588
2.5833,01JAN2000 02:35:00,1.949,19781.275
2.6667,01JAN2000 02:40:00,2.425,21008.559
2.75,01JAN2000 02:45:00,2.425,20877.592
2.8333,01JAN2000 02:50:00,2.425,19915.092
2.9167,01JAN2000 02:55:00,2.5,18411.172
3.0,01JAN2000 03:00:00,2.501,16849.238
3.0833,01JAN2000 03:05:00,2.52,15394.146
3.1667,01JAN2000 03:10:00,2.539,13984.106
3.25,01JAN2000 03:15:00,2.543,12717.668
3.3333,01JAN2000 03:20:00,2.542,11588.208
3.4167,01JAN2000 03:25:00,2.539,10611.534
3.5,01JAN2000 03:30:00,2.536,9746.241
3.5833,01JAN2000 03:35:00,2.535,8907.269
3.6667,01JAN2000 03:40:00,2.534,8087.645
3.75,01JAN2000 03:45:00,2.488,7302.81
3.8333,01JAN2000 03:50:00,2.361,6582.689
3.9167,01JAN2000 03:55:00,2.252,5931.12
4.0,01JAN2000 04:00:00,2.142,5325.134
4.0833,01JAN2000 04:05:00,2.062,4777.513
4.1667,01JAN2000 04:10:00,2.021,4271.986
4.25,01JAN2000 04:15:00,2.007,3814.835
4.3333,01JAN2000 04:20:00,2.001,3418.307
4.4167,01JAN2000 04:25:00,1.997,3078.367
4.5,01JAN2000 04:30:00,1.995,2787.44
4.5833,01JAN2000 04:35:00,1.993,2538.46
4.6667,01JAN2000 04:40:00,1.992,2323.03
4.75,01JAN2000 04:45:00,1.991,2134.93
4.8333,01JAN2000 04:50:00,1.99,1969.947
