time_h,date,stage,flow
-0.0,01JAN2000 00:00:00,1.356,0.0
0.0833,01JAN2000 00:05:00,1.356,0.0
0.1667,01JAN2000 00:10:00,1.356,0.0
0.25,01JAN2000 00:15:00,1.356,0.0
0.3333,01JAN2000 00:20:00,1.356,0.0
0.4167,01JAN2000 00:25:00,1.356,0.0
0.5,01JAN2000 00:30:00,1.356,0.0
0.5833,01JAN2000 00:35:00,1.356,0.0
0.6667,01JAN2000 00:40:00,1.356,0.0
0.75,01JAN2000 00:45:00,1.356,0.0
0.8333,01JAN2000 00:50:00,1.356,0.0
0.9167,01JAN2000 00:55:00,1.356,0.0
1.0,01JAN2000 01:00:00,1.356,0.0
1.0833,01JAN2000 01:05:00,1.356,0.0
1.1667,01JAN2000 01:10:00,1.356,0.0
1.25,01JAN2000 01:15:00,1.356,0.0
1.3333,01JAN2000 01:20:00,1.356,0.0
1.4167,01JAN2000 01:25:00,1.356,0.0
1.5,01JAN2000 01:30:00,1.356,0.0
1.5833,01JAN2000 01:35:00,1.356,0.0
1.6667,01JAN2000 01:40:00,1.356,0.0
1.75,01JAN2000 01:45:00,1.356,0.0
1.8333,01JAN2000 01:50:00,1.356,0.0
1.9167,01JAN2000 01:55:00,1.356,0.0
2.0,01JAN2000 02:00:00,1.356,0.0
2.0833,01JAN2000 02:05:00,1.356,0.0
2.1667,01JAN2000 02:10:00,1.356,0.0
2.25,01JAN2000 02:15:00,1.356,4803.821
2.3333,01JAN2000 02:20:00,1.356,21703.666
2.4167,01JAN2000 02:25:00,2.309,25630.275
2.5,01JAN2000 02:30:00,2.425,25665.129
2.5833,01JAN2000 02:35:00,2.425,23992.49
2.6667,01JAN2000 02:40:00,2.5,21454.104
2.75,01JAN2000 02:45:00,2.535,18832.49
2.8333,01JAN2000 02:50:00,2.577,16515.543
2.9167,01JAN2000 02:55:00,2.579,14449.737
3.0,01JAN2000 03:00:00,2.571,12729.286
3.0833,01JAN2000 03:05:00,2.562,11367.29
3.1667,01JAN2000 03:10:00,2.556,10268.054
3.25,01JAN2000 03:15:00,2.554,9251.072
3.3333,01JAN2000 03:20:00,2.552,8285.99
3.4167,01JAN2000 03:25:00,2.443,7399.92
3.5,01JAN2000 03:30:00,2.317,6635.539
3.5833,01JAN2000 03:35:00,2.209,5958.699
3.6667,01JAN2000 03:40:00,2.113,5346.852
3.75,01JAN2000 03:45:00,2.049,4799.418
3.8333,01JAN2000 03:50:00,2.017,4308.842
3.9167,01JAN2000 03:55:00,2.006,3877.993
4.0,01JAN2000 04:00:00,2.001,3503.184
4.0833,01JAN2000 04:05:00,1.998,3178.074
4.1667,01JAN2000 04:10:00,1.995,2894.66
4.25,01JAN2000 04:15:00,1.994,2647.646
4.3333,01JAN2000 04:20:00,1.992,2431.194
4.4167,01JAN2000 04:25:00,1.991,2240.199
4.5,01JAN2000 04:30:00,1.99,2070.144
4.5833,01JAN2000 04:35:00,1.99,1918.08
4.6667,01JAN2000 04:40:00,1.989,1781.662
4.75,01JAN2000 04:45:00,1.989,1658.084
4.8333,01JAN2000 04:50:00,1.989,1545.488
